Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.14,7,0.7,34461,2.6,Down,101000.5,0.00339483449289,10,4,13159,10486,Down,0.006934729327628,-0.7749819274571,-0.894820987758695,-2.158970485392666
MA0638.1,CREB3,0.12,1,0.1,573,0,Up,69669,0.747177306390431,10,1,13159,538,Up,0.341672245638908,-3.709184720726656,1.803659597338102,0.466390297921808
MA0136.2,ELF5,0.1,10,1,32219,2.4,Down,97674,0.007984669663491,10,6,13159,11426,Down,0.032792430697194,-0.447799406631077,-0.488156596013182,-1.484226390611706
MA1547.1,PITX2,0.13,1,0.1,14176,1.1,Down,102105,0.002515837804131,10,1,13159,8190,Down,0.001035673180738,-1.745718082768628,-2.123273678577952,-2.984777269875038
MA0647.1,GRHL1,0.06,3,0.3,139,0,Up,78522.5,0.289562646778682,10,2,13159,84,Up,0.001833470679698,-4.676663472774564,5.212548289766332,2.736726030752369
MA0498.2,MEIS1,0.01,6,0.6,25495,1.9,Down,101059.5,0.003341589630741,10,5,13159,10679,Down,0.025846664820453,-0.617073187495105,-0.631625233292716,-1.587595489069904
MA1512.1,KLF11,0.15,0,0,7569,0.6,Down,88755,0.05606256638013,10,0,13159,4592,Down,0.01839099214278,-2.955535235359982,-2.873564374837558,-1.735394841152783
MA1655.1,ZNF341,0.15,0,0,9891,0.8,Down,99685,0.004801514457319,10,0,13159,6778,Down,7.220797084489931E-4,-2.674692067163257,-3.435250711231006,-3.141414859177102
MA0729.1,RARA,0.14,0,0,7,0,Down,65830,0.997676226557829,10,0,13159,7,Down,0.999999999970023,-7.584621940555078,6.384609035552636,0.000000000013019
MA1550.1,PPARD,0.04,0,0,5,0,Down,65820,0.998340160677709,10,0,13159,5,Down,0.999999999982078,-7.808351429040688,6.832068012523857,0.000000000007783
MA0753.2,ZNF740,0.15,0,0,16147,1.2,Down,84225,0.125128499117776,10,0,13159,3686,Down,0.071527659395584,-3.114049217543431,-2.556536410470658,-1.145525986170636
MA0848.1,FOXO4,0.13,6,0.6,19352,1.5,Down,90306,0.041389096571752,10,5,13159,9362,Down,0.164601240750177,-0.712012379923951,-0.441746848435025,-0.783566895436481
MA1632.1,ATF2,0.15,0,0,3561,0.3,Down,80460,0.222349308437275,10,0,13159,2933,Down,0.130595563932418,-3.278863600023655,-2.226907645510212,-0.884071574916936
MA0073.1,RREB1,0.05,0,0,5,0,Down,65820,0.998340160677709,10,0,13159,5,Down,0.999999999982078,-7.808351429040688,6.832068012523857,0.000000000007783
MA0881.1,Dlx4,0.01,1,0.1,8854,0.7,Down,90845.5,0.037114365113953,10,1,13159,6124,Down,0.02446049648128,-1.955397811525605,-1.703914221063998,-1.611534732218293
MA0003.4,TFAP2A,0.15,0,0,4362,0.3,Down,77905,0.313599422411843,10,0,13159,2422,Down,0.22512322181073,-3.416926763208115,-1.95078131914129,-0.647579704537042
MA0476.1,FOS,0.13,0,0,11766,0.9,Down,92800,0.024630967786134,10,0,13159,5401,Down,0.007152165004058,-2.838495045903619,-3.107644753750283,-2.145562474703571
MA0609.2,CREM,0.08,0,0,318,0,Down,66525,0.951562447202987,10,0,13159,146,Down,0.99999999997866,-5.440688811148213,2.096742776738906,0.000000000009268
MA1112.2,NR4A1,0.15,0,0,10961,0.8,Down,101485,0.002979562990846,10,0,13159,7138,Down,4.042104440073103E-4,-2.637364618418513,-3.509905608720495,-3.393392469355733
MA0760.1,ERF,0.15,0,0,3850,0.3,Down,81630,0.187616476923977,10,0,13159,3167,Down,0.131241663762301,-3.223502786345251,-2.337629272867018,-0.881928272661132
MA0151.1,Arid3a,0,3,0.3,19241,1.5,Down,98757,0.006091109100541,10,3,13159,8954,Down,0.015424668861673,-1.070191196261786,-1.029542608918741,-1.811784150671815
MA1657.1,ZNF652,0.15,1,0.1,4420,0.3,Down,77681.5,0.322614123015929,10,1,13159,3625,Down,0.302728762047938,-2.33360385875539,-0.947502126604429,-0.518946315068208
MA0736.1,GLIS2,0.15,0,0,3117,0.2,Down,76535,0.371483729888598,10,0,13159,2148,Down,0.383277056513178,-3.503510207472368,-1.777614430612785,-0.416487177426975
MA0163.1,PLAG1,0.04,0,0,4,0,Down,65815,0.998672128197373,10,0,13159,4,Down,0.999999999983741,-7.95310473763818,7.121574629718841,0.000000000007061
MA0019.1,Ddit3::Cebpa,0.11,2,0.2,10156,0.8,Down,87537,0.070420452355726,10,2,13159,6467,Down,0.109782417386302,-1.547606974129604,-1.045564707523588,-0.959467210373746
MA1544.1,OVOL1,0.15,0,0,1344,0.1,Down,71940,0.60911430938226,10,0,13159,1229,Down,0.613421677217615,-3.906139228561296,-0.972356388434929,-0.212240880897307
MA0846.1,FOXC2,0.11,3,0.3,11648,0.9,Down,84875,0.112357321322672,10,3,13159,6870,Down,0.20997868623541,-1.261290087568647,-0.647344826305018,-0.677824785838079
MA0527.1,ZBTB33,0.08,0,0,346,0,Down,67165,0.909237375631665,10,0,13159,274,Down,0.999999999994742,-4.987736068856738,1.190837292155955,0.000000000002284
MA0157.2,FOXO3,0.14,7,0.7,9830,0.7,Down,68334.5,0.832639890744795,10,6,13159,6530,Up,0.545764897319169,-0.851358509838726,0.318961610402116,0.262994400858935
MA0042.2,FOXI1,0.15,2,0.2,14644,1.1,Down,97501,0.008331750453835,10,2,13159,8167,Down,0.008535894033746,-1.379263773752943,-1.38225110827691,-2.068750984966552
PH0082.1,Irx2,0.03,4,0.4,498,0,Up,77698,0.321942885860834,10,2,13159,254,Up,0.015282661259685,-3.881342267877808,3.62190587997282,1.815801012922644
MA0691.1,TFAP4,0.07,7,0.7,4300,0.3,Up,85378,0.103198364994862,10,5,13159,2164,Up,0.014672922108828,-1.768442386434511,1.671113164586096,1.833483387904152
MA0089.2,NFE2L1,0.06,0,0,27,0,Down,65930,0.991037049707504,10,0,13159,27,Down,0.999999999995813,-6.647387381597007,4.510139917636494,0.000000000001818
MA0844.1,XBP1,0.02,0,0,4,0,Down,65815,0.998672128197373,10,0,13159,4,Down,0.999999999983741,-7.95310473763818,7.121574629718841,0.000000000007061
MA0861.1,TP73,0.12,0,0,329,0,Down,67040,0.917487566104342,10,0,13159,249,Down,0.999999999972643,-5.056619235690706,1.328603625823893,0.000000000011881
