Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.14,9,1.3,1893,0.5,Up,21351,0.024542757735261,7,5,4091,1248,Up,0.031151838999619,-1.079946503816135,1.264975053689827,1.506516310359156
MA0638.1,CREB3,0.05,0,0,40,0,Down,14458.5,0.964296483857161,7,0,4091,40,Down,0.999999999991018,-5.282727364656578,2.751673538096118,0.000000000003901
MA0136.2,ELF5,0.07,14,2,2465,0.6,Up,23631.5,0.002904424036611,7,6,4091,1683,Up,0.022099884933303,-0.74380850411452,1.074715253294188,1.655609987534869
MA1547.1,PITX2,0.01,7,1,451,0.1,Up,27079.5,4.501304613646617E-5,7,7,4091,409,Up,1.061298950219978E-7,-1.660347247474126,3.320694494948252,6.974162265350905
MA0647.1,GRHL1,0.09,0,0,104,0,Down,14504,0.952704772724061,7,0,4091,53,Down,0.999999999996692,-5.081918872898316,2.350056554579595,0.000000000001437
MA0498.2,MEIS1,0.01,12,1.7,3457,0.8,Up,22164.5,0.012120116163595,7,7,4091,2046,Up,0.015546256410914,-0.499735592573088,0.999471185146176,1.808374173570793
MA1512.1,KLF11,0.15,0,0,2152,0.5,Down,19050.5,0.130285223298079,7,0,4091,1352,Down,0.103698243317118,-2.751945926741801,-2.309889337733436,-0.984228600642244
MA1655.1,ZNF341,0.15,0,0,1645,0.4,Down,18847.5,0.147596851299382,7,0,4091,1294,Down,0.105849374780811,-2.783562741148834,-2.246655708919369,-0.975311702878821
MA0729.1,RARA,0,0,0,0,0,Up,14318.5,1,7,0,4091,0,Up,1,-8.45265236609889,9.091523540980742,-0
MA1550.1,PPARD,0.09,0,0,3,0,Down,14329,0.997321347053691,7,0,4091,3,Down,0.999999999996591,-7.048974905070088,6.28416861892314,0.000000000001481
MA0753.2,ZNF740,0.03,1,0.1,56,0,Up,16168,0.554288088422673,7,1,4091,56,Up,0.093460255313073,-4.250081634530718,3.856307079286711,1.029373036912097
MA0848.1,FOXO4,0,6,0.9,374,0.1,Up,25300.5,4.459017772800999E-4,7,6,4091,344,Up,2.423680565439748E-6,-1.888252420676198,3.363603086417543,5.615524619575255
MA1632.1,ATF2,0.08,0,0,229,0.1,Down,14941.5,0.842111101021288,7,0,4091,178,Down,0.999999999997431,-4.212762234084339,0.611743276951642,0.000000000001116
MA0073.1,RREB1,0.15,0,0,41,0,Down,14455,0.96518849791685,7,0,4091,39,Down,0.999999999992524,-5.300761992010337,2.787742792803639,0.000000000003247
MA0881.1,Dlx4,0.02,7,1,1253,0.3,Up,18091.5,0.2276810880685,7,3,4091,786,Up,0.135258979306507,-1.739323427362244,1.279575507622659,0.868833894178342
MA0003.4,TFAP2A,0.05,0,0,235,0.1,Down,15099,0.802933930785445,7,0,4091,223,Down,0.99999999999848,-4.05058685550723,0.287392519797424,0.00000000000066
MA0476.1,FOS,0.15,20,2.9,2199,0.5,Up,26226.5,1.404443337069683E-4,7,7,4091,1105,Up,1.068412349491701E-4,-0.943965413386517,1.887930826773035,3.971261100728254
MA1112.2,NR4A1,0.14,8,1.1,1175,0.3,Up,20636,0.04339217595273,7,4,4091,939,Up,0.0534940627918,-1.429815189667706,1.385699191002999,1.271694416854386
MA0609.2,CREM,0.13,0,0,305,0.1,Down,14840,0.867573899629712,7,0,4091,149,Down,0.999999999998822,-4.340651528999838,0.867521866782637,0.000000000000512
MA0760.1,ERF,0.14,0,0,736,0.2,Down,16380,0.509812132359513,7,0,4091,589,Down,0.603101822174715,-3.350978364609008,-1.111824461999021,-0.219609359376455
MA0151.1,Arid3a,0.04,14,2,2026,0.5,Up,25790.5,2.444736281321802E-4,7,7,4091,1410,Up,5.852829127663525E-4,-0.768211593001844,1.536423186003689,3.232634154853202
MA1657.1,ZNF652,0.14,4,0.6,377,0.1,Up,19381,0.10552259960169,7,3,4091,343,Up,0.016149898322012,-2.336891760661037,2.474712174220246,1.791830207594685
MA0736.1,GLIS2,0.09,0,0,36,0,Down,14441,0.968756978675339,7,0,4091,35,Down,0.999999999997284,-5.377778806346548,2.941776421476059,0.000000000001179
MA0163.1,PLAG1,0.09,0,0,13,0,Down,14364,0.988392891518698,7,0,4091,13,Down,0.999999999990013,-6.075208615017155,4.336636038817273,0.000000000004337
MA0019.1,Ddit3::Cebpa,0.03,1,0.1,125,0,Up,15929.5,0.606489860118992,7,1,4091,124,Up,0.195073581750891,-3.680170149704271,2.716484109633817,0.709801541864694
MA1544.1,OVOL1,0.12,0,0,210,0.1,Down,14983.5,0.831621294538449,7,0,4091,190,Down,0.999999999994899,-4.165828772352229,0.51787635348742,0.000000000002216
MA0846.1,FOXC2,0.08,5,0.7,522,0.1,Up,22794,0.00673035378499,7,5,4091,467,Up,3.421733160765013E-4,-1.788525279392741,2.68213260484304,3.465753861342502
MA0527.1,ZBTB33,0.15,0,0,816,0.2,Down,16149,0.558364938719847,7,0,4091,523,Down,0.605855132320314,-3.436629502633485,-0.940522185950067,-0.217631208763106
MA0157.2,FOXO3,0.01,6,0.9,212,0.1,Up,25854,2.257717746469989E-4,7,6,4091,203,Up,1.101074505367194E-7,-2.26799001489522,4.123078274855588,6.958183293039987
MA0042.2,FOXI1,0,6,0.9,374,0.1,Up,25300.5,4.459017772800999E-4,7,6,4091,344,Up,2.423680565439748E-6,-1.888252420676198,3.363603086417543,5.615524619575255
PH0082.1,Irx2,0.01,0,0,3,0,Down,14329,0.997321347053691,7,0,4091,3,Down,0.999999999996591,-7.048974905070088,6.28416861892314,0.000000000001481
MA0691.1,TFAP4,0.12,0,0,2422,0.6,Down,17766,0.270339684196514,7,0,4091,985,Down,0.20756939667854,-2.980296335577147,-1.853188520062744,-0.682836676995877
MA0089.2,NFE2L1,0.15,0,0,197,0,Down,14983.5,0.831621294538449,7,0,4091,190,Down,0.999999999994899,-4.165828772352229,0.51787635348742,0.000000000002216
MA0844.1,XBP1,0.03,0,0,15,0,Down,14371,0.986607339053815,7,0,4091,15,Down,0.999999999995915,-5.975554210905451,4.137327230593867,0.000000000001774
MA0861.1,TP73,0.09,0,0,13,0,Down,14357,0.990178502122206,7,0,4091,11,Down,0.999999999993124,-6.190871388070383,4.567961584923729,0.000000000002986
MA0819.1,CLOCK,0.01,0,0,17,0,Down,14353.5,0.99107132643131,7,0,4091,10,Down,0.999999999997704,-6.25649365470951,4.699206118201982,0.000000000000997
MA0079.4,SP1,0.04,0,0,42,0,Down,14458.5,0.964296483857161,7,0,4091,40,Down,0.999999999991018,-5.282727364656578,2.751673538096118,0.000000000003901
