Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.15,0,0,39741,3,Down,36013.5,0.013390305320695,3,0,13159,10850,Down,0.005414184986893,-1.542849035833856,-2.529011772447498,-2.266466909737591
MA0638.1,CREB3,0.14,1,0.3,876,0.1,Up,25081.5,0.416823541295813,3,1,13159,804,Up,0.172501850647513,-2.627130432276458,2.80947602188002,0.763206241334523
MA0136.2,ELF5,0.04,1,0.3,1440,0.1,Up,24290,0.489147872907742,3,1,13159,1316,Up,0.271166161140798,-2.271858834615149,2.098932826557403,0.566764507086489
MA0647.1,GRHL1,0.04,0,0,67,0,Down,19810.5,0.991270185724448,3,0,13159,48,Down,0.999999999980084,-5.445629566905195,5.276549289695181,0.000000000008649
MA1547.1,PITX2,0.15,0,0,42742,3.2,Down,37332,0.007504613573788,3,0,13159,11729,Down,0.001288137362866,-1.486659040172319,-2.641391763770572,-2.890037822726336
MA0498.2,MEIS1,0.01,2,0.7,25495,1.9,Down,29820,0.125515905520807,3,2,13159,10679,Down,0.465623822056659,-0.393343699009494,-0.184166256321495,-0.331964808592067
MA1512.1,KLF11,0.15,0,0,7569,0.6,Down,26626.5,0.2952245919366,3,0,13159,4592,Down,0.556220298197841,-2.163053984999403,-1.288601874116402,-0.25475316643471
MA1655.1,ZNF341,0.15,0,0,9891,0.8,Down,29905.5,0.122341572548451,3,0,13159,6778,Down,0.11407956533666,-1.882210816802679,-1.85028821050985,-0.94279214222792
MA0729.1,RARA,0.14,0,0,7,0,Down,19749,0.998726877223589,3,0,13159,7,Down,1.000000000003881,-6.7921406901945,7.969571536273791,-0.000000000001685
MA1550.1,PPARD,0.13,0,0,70,0,Down,19842,0.987451158981965,3,0,13159,69,Down,0.999999999986805,-5.186115451637005,4.757521059158802,0.000000000005731
MA0753.2,ZNF740,0.15,0,0,16147,1.2,Down,25267.5,0.40079080935288,3,0,13159,3686,Down,0.564473894870494,-2.321567967182853,-0.971573909749502,-0.248356138018637
MA0848.1,FOXO4,0.15,1,0.3,34987,2.7,Down,34866,0.021514168465726,3,1,13159,11460,Down,0.045769605832284,-0.710913554097692,-1.022957734477512,-1.339422827699441
MA1632.1,ATF2,0.07,0,0,664,0.1,Down,20616,0.893917747863517,3,0,13159,585,Down,0.999999999986068,-3.648823307748152,1.682936771381095,0.000000000006051
MA0073.1,RREB1,0.11,0,0,61,0,Down,19830,0.988905997158383,3,0,13159,61,Down,0.999999999981669,-5.274328735329139,4.93394762654307,0.000000000007961
MA0881.1,Dlx4,0.13,0,0,92763,7,Down,38293.5,0.004806937685569,3,0,13159,12370,Down,2.171011337910438E-4,-1.448277891521126,-2.718154061072956,-3.663337908475989
MA0003.4,TFAP2A,0.15,6,2,4362,0.3,Up,35510,0.016543353716498,3,3,13159,2422,Up,0.006247857385474,-1.220768051818735,2.44153610363747,2.204268892288337
MA0476.1,FOS,0.15,0,0,16002,1.2,Down,30432,0.104156483724653,3,0,13159,7129,Down,0.096275841173421,-1.845793394487013,-1.923123055141183,-1.016482678206357
MA1112.2,NR4A1,0.13,0,0,5093,0.4,Down,25903.5,0.348831136744792,3,0,13159,4110,Down,0.556863501339651,-2.243036898878906,-1.128636046357397,-0.254251246262232
MA0609.2,CREM,0.15,0,0,1482,0.1,Down,20869.5,0.863538599761176,3,0,13159,754,Down,1.00000000000363,-3.465897442735418,1.317085041355626,-0.000000000001576
MA0760.1,ERF,0,1,0.3,35,0,Up,26267.5,0.321112722345939,3,1,13159,33,Up,0.007730166514231,-4.920060142409294,7.395335442145694,2.111811150915727
MA0151.1,Arid3a,0.06,0,0,43991,3.3,Down,36597,0.01041050571123,3,0,13159,11239,Down,0.003114536089294,-1.517440869571177,-2.579828104972854,-2.506606632428203
MA0736.1,GLIS2,0.03,0,0,1,0,Down,19740,0.999818125242055,3,0,13159,1,Down,0.99999999998699,-7.95310473763818,10.291499631161152,0.00000000000565
MA1657.1,ZNF652,0.15,0,0,4420,0.3,Down,25176,0.408631097001773,3,0,13159,3625,Down,0.566148977047581,-2.33360385875539,-0.947502126604429,-0.247069273058467
MA0163.1,PLAG1,0.12,0,0,304,0,Down,20137.5,0.951650941219674,3,0,13159,266,Down,0.999999999978484,-4.216590126619171,2.818470409123133,0.000000000009344
MA0019.1,Ddit3::Cebpa,0.15,1,0.3,20897,1.6,Down,30695,0.095913737326085,3,1,13159,9718,Down,0.169461942085922,-0.829845766043724,-0.785093310585449,-0.770927820752419
MA1544.1,OVOL1,0.08,0,0,327,0,Down,20221.5,0.941488868958475,3,0,13159,322,Down,0.999999999988669,-4.079008312843452,2.543306781571693,0.000000000004921
MA0846.1,FOXC2,0.15,1,0.3,42909,3.3,Down,35112,0.019479743092532,3,1,13159,11490,Down,0.04424237553191,-0.709027759322889,-1.026729324027119,-1.354161562248063
MA0527.1,ZBTB33,0.06,0,0,225,0,Down,19978.5,0.970906488469455,3,0,13159,160,Down,0.999999999972746,-4.582371244437607,3.550032644760006,0.000000000011836
MA0157.2,FOXO3,0.15,1,0.3,13726,1,Down,26988.5,0.27057472085602,3,1,13159,7976,Down,0.5658617133826,-0.97233467197673,-0.500115498719436,-0.247289689752912
MA0042.2,FOXI1,0.15,0,0,14644,1.1,Down,31989,0.062654320062091,3,0,13159,8167,Down,0.054636004456012,-1.747746570836046,-2.119216702443116,-1.262521068223926
PH0082.1,Irx2,0.15,0,0,7047,0.5,Down,24811.5,0.440757864909536,3,0,13159,3382,Down,0.574341319903219,-2.383648878566809,-0.84741208698159,-0.24082993809732
MA0691.1,TFAP4,0.12,0,0,11130,0.8,Down,26197.5,0.326328308813205,3,0,13159,4306,Down,0.555619709290832,-2.20943593003459,-1.195837984046028,-0.255222357094911
