Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.15,0,0,39741,3,Down,84031.5,1.585208680164873E-4,7,0,13159,10850,Down,5.173020017162859E-6,-2.092616872609313,-3.628547445998412,-5.286255841071576
MA0638.1,CREB3,0.11,0,0,428,0,Down,47495,0.886222400770363,7,0,13159,411,Down,0.999999999980608,-4.452979514563403,1.09217783790977,0.000000000008422
MA0136.2,ELF5,0.05,5,0.7,2868,0.2,Up,69446.5,0.019987923105093,7,5,13159,2465,Up,0.003467586327024,-1.431805746705008,1.968693539467573,2.459972718175842
MA1547.1,PITX2,0.15,1,0.1,42742,3.2,Down,85472,8.832464855523803E-5,7,1,13159,11729,Down,1.058753042578198E-5,-1.243945626587198,-2.15596493660033,-4.975205328611155
MA0647.1,GRHL1,0.15,0,0,3430,0.3,Down,51933,0.558864985429907,7,0,13159,1679,Down,0.606144308374998,-3.438445784656967,-0.936889621903103,-0.217423968457517
MA0498.2,MEIS1,0.01,13,1.9,25495,1.9,Down,49187.5,0.755468646430584,7,7,13159,10679,Up,0.360493121773428,-0.150630285424374,0.301260570848747,0.44310301722567
MA1655.1,ZNF341,0.15,1,0.1,9891,0.8,Down,64370.5,0.068504916309368,7,1,13159,6778,Down,0.062830942106712,-1.639497403217558,-1.364861383339608,-1.201826428288534
MA1512.1,KLF11,0.15,0,0,7569,0.6,Down,62128.5,0.109895714317598,7,0,13159,4592,Down,0.104378966788925,-2.712821821774861,-2.388137547667317,-0.981387006389252
MA0729.1,RARA,0.14,0,0,7,0,Down,46081,0.998055569352132,7,0,13159,7,Down,0.999999999999069,-7.341908526969958,6.870035862722876,0.000000000000404
MA1550.1,PPARD,0,0,0,0,0,Up,46056.5,1,7,0,13159,0,Up,1,-9.295353824774217,10.776926458331396,-0
MA0753.2,ZNF740,0.14,0,0,14665,1.1,Down,58212,0.226627265164739,7,0,13159,3473,Down,0.201089448593876,-2.914266633777665,-1.985247923661707,-0.696610716761171
MA0848.1,FOXO4,0.1,0,0,11007,0.8,Down,70073.5,0.01689699646267,7,0,13159,6862,Down,0.005759464028601,-2.423094560384254,-2.967592070448529,-2.239617929814862
MA1632.1,ATF2,0.14,0,0,2985,0.2,Down,54761,0.386585645364904,7,0,13159,2487,Down,0.360292273468532,-3.155113419615029,-1.503554351986978,-0.443345051299472
MA0073.1,RREB1,0.09,0,0,19,0,Down,46123,0.994722292932822,7,0,13159,19,Down,0.999999999987366,-6.652652715343092,5.491524239469147,0.000000000005487
MA0881.1,Dlx4,0.13,6,0.9,92763,7,Down,84646,1.238133952635723E-4,7,3,13159,12370,Down,3.947820377696415E-4,-0.594368267267781,-1.010334812566266,-3.403642615564183
MA0003.4,TFAP2A,0.15,0,0,4362,0.3,Down,54533.5,0.399118414691044,7,0,13159,2422,Down,0.362420237547616,-3.174213349622994,-1.465354491971048,-0.440787559312383
MA0476.1,FOS,0.14,0,0,14701,1.1,Down,69583.5,0.019273326895941,7,0,13159,6722,Down,0.006717208263298,-2.437962757394099,-2.93785567642884,-2.172811186434218
MA1112.2,NR4A1,0.15,8,1.1,10961,0.8,Up,58521.5,0.215020447775392,7,6,13159,7138,Up,0.134432738339486,-0.544431345762846,0.675960936590839,0.871494954877553
MA0609.2,CREM,0.08,0,0,318,0,Down,46567.5,0.959462148007923,7,0,13159,146,Down,0.999999999996952,-5.197975397563092,2.582169603909148,0.000000000001324
MA0760.1,ERF,0.15,0,0,3850,0.3,Down,57141,0.270217608493845,7,0,13159,3167,Down,0.207754425009447,-2.98078937276013,-1.852202445696777,-0.682449717306936
MA0151.1,Arid3a,0.04,0,0,30967,2.4,Down,83944,1.641506108641666E-4,7,0,13159,10825,Down,5.577329484581449E-6,-2.094280804700782,-3.625219581815474,-5.253573698504881
MA0736.1,GLIS2,0.14,0,0,2202,0.2,Down,51982,0.555591508653364,7,0,13159,1693,Down,0.60575614689344,-3.432457689027138,-0.948865813162762,-0.217702170177072
MA1657.1,ZNF652,0.15,0,0,4420,0.3,Down,58744,0.206945187209771,7,0,13159,3625,Down,0.201150602160488,-2.883371695530847,-2.047037800155344,-0.696478662995351
MA0163.1,PLAG1,0,0,0,0,0,Up,46056.5,1,7,0,13159,0,Up,1,-9.295353824774217,10.776926458331396,-0
MA0019.1,Ddit3::Cebpa,0.13,1,0.1,13313,1,Down,68218,0.027497833619794,7,1,13159,7696,Down,0.023127784537885,-1.547879168957352,-1.548097851860021,-1.635865967274941
MA1544.1,OVOL1,0.02,0,0,51,0,Down,46235,0.985834164120632,7,0,13159,51,Down,0.999999999996207,-5.952103561182608,4.090425931148177,0.000000000001647
MA0846.1,FOXC2,0.11,0,0,11648,0.9,Down,70101.5,0.016769331401348,7,0,13159,6870,Down,0.005708471468115,-2.422254135012329,-2.96927292119238,-2.243480165279685
MA0527.1,ZBTB33,0.08,0,0,346,0,Down,47015.5,0.924004622537748,7,0,13159,274,Down,0.999999999981903,-4.745022655271617,1.676264119326197,0.00000000000786
MA0157.2,FOXO3,0.15,1,0.1,13726,1,Down,69258.5,0.021006124943041,7,1,13159,7976,Down,0.017347961741817,-1.522102508752187,-1.59965117227035,-1.760751544289939
MA0042.2,FOXI1,0.15,8,1.1,14644,1.1,Up,52695.5,0.509014394883137,7,7,13159,8167,Up,0.049535169989782,-0.344069109807244,0.688138219614488,1.305086342301037
PH0082.1,Irx2,0.12,0,0,4164,0.3,Down,53046,0.486906814321142,7,0,13159,1997,Down,0.604183073692904,-3.313363930866547,-1.187053329483944,-0.21883144573725
MA0691.1,TFAP4,0.11,14,2,10177,0.8,Up,75141.5,0.003815216059145,7,7,13159,4097,Up,2.849337471527129E-4,-0.841644409976546,1.683288819953093,3.545256110485904
MA0089.2,NFE2L1,0.14,0,0,595,0,Down,48079.5,0.840522394690191,7,0,13159,578,Down,0.99999999999062,-4.207267250220471,0.600753309223906,0.000000000004074
MA0844.1,XBP1,0.04,0,0,48,0,Down,46224.5,0.986667368598465,7,0,13159,48,Down,0.999999999989317,-5.995397403680652,4.177013616144267,0.000000000004639
MA0861.1,TP73,0,0,0,0,0,Up,46056.5,1,7,0,13159,0,Up,1,-9.295353824774217,10.776926458331396,-0
MA0819.1,CLOCK,0.05,0,0,749,0.1,Down,47673.5,0.872218633129465,7,0,13159,462,Down,0.999999999989034,-4.368699047072378,0.92361690292772,0.000000000004763
MA0079.4,SP1,0,0,0,0,0,Up,46056.5,1,7,0,13159,0,Up,1,-9.295353824774217,10.776926458331396,-0
MA1581.1,ZBTB6,0.15,0,0,6815,0.5,Down,63581,0.081309086793662,7,0,13159,5007,Down,0.049315371789632,-2.650416424424181,-2.512948342368675,-1.30701768837273
MA1579.1,ZBTB26,0.06,0,0,9702,0.7,Down,69251,0.021047665665539,7,0,13159,6627,Down,0.007442177575038,-2.448229299896906,-2.917322591423226,-2.128299971651365
