Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.15,4,0.4,39741,3,Down,111105,1.630262088021528E-4,10,2,13159,10850,Down,2.915985499011023E-5,-1.174366238750752,-1.792046178281292,-4.535214640064336
MA0638.1,CREB3,0.15,0,0,1532,0.1,Down,72335,0.586299107191587,10,0,13159,1308,Down,0.612441340578524,-3.86121813383532,-1.062198577886881,-0.212935501547978
MA0136.2,ELF5,0.05,7,0.7,2868,0.2,Up,98294.5,0.006843806629464,10,7,13159,2465,Up,5.731339392292866E-4,-1.450789671804518,1.930725689268553,3.241743873197157
MA1547.1,PITX2,0.15,2,0.2,42742,3.2,Down,121168,4.071443951425557E-6,10,2,13159,11729,Down,7.297102015034044E-7,-1.118176243089215,-1.904426169604366,-6.136849582175911
MA0647.1,GRHL1,0.12,0,0,2294,0.2,Down,71835,0.615244921810077,10,0,13159,1208,Down,0.613967987202854,-3.918566359476546,-0.947502126604429,-0.211854272740919
MA0498.2,MEIS1,0.11,25,2.5,56470,4.3,Down,95800,0.012532740134695,10,9,13159,12550,Down,0.377770622803648,-0.106374871402232,-0.076030075865886,-0.422771817854977
MA1512.1,KLF11,0.15,1,0.1,7569,0.6,Down,83062.5,0.150756553487839,10,1,13159,4592,Down,0.18051997164997,-2.163053984999403,-1.288601874116402,-0.743474743356316
MA1655.1,ZNF341,0.15,1,0.1,9891,0.8,Down,94276,0.017789875940823,10,1,13159,6778,Down,0.009682476589108,-1.882210816802679,-1.85028821050985,-2.014013544404723
MA0729.1,RARA,0.14,0,0,7,0,Down,65830,0.997676226557829,10,0,13159,7,Down,0.999999999970023,-7.584621940555078,6.384609035552636,0.000000000013019
MA1550.1,PPARD,0.04,0,0,5,0,Down,65820,0.998340160677709,10,0,13159,5,Down,0.999999999982078,-7.808351429040688,6.832068012523857,0.000000000007783
MA0753.2,ZNF740,0.15,0,0,16147,1.2,Down,84225,0.125128499117776,10,0,13159,3686,Down,0.071527659395584,-3.114049217543431,-2.556536410470658,-1.145525986170636
MA0848.1,FOXO4,0.1,0,0,11007,0.8,Down,100105,0.004303602937813,10,0,13159,6862,Down,6.325349215228043E-4,-2.665807973969375,-3.45301889761877,-3.198915492593266
MA1632.1,ATF2,0.15,0,0,3561,0.3,Down,80460,0.222349308437275,10,0,13159,2933,Down,0.130595563932418,-3.278863600023655,-2.226907645510212,-0.884071574916936
MA0073.1,RREB1,0.05,0,0,5,0,Down,65820,0.998340160677709,10,0,13159,5,Down,0.999999999982078,-7.808351429040688,6.832068012523857,0.000000000007783
MA0881.1,Dlx4,0.13,10,1,92763,7,Down,119802.5,6.987282934245442E-6,10,5,13159,12370,Down,1.53695191991635E-4,-0.511043332563056,-0.843684943156815,-3.813339718213737
MA0003.4,TFAP2A,0.15,0,0,4362,0.3,Down,77905,0.313599422411843,10,0,13159,2422,Down,0.22512322181073,-3.416926763208115,-1.95078131914129,-0.647579704537042
MA0476.1,FOS,0.14,0,0,14701,1.1,Down,99405,0.005161826704702,10,0,13159,6722,Down,7.879528951065024E-4,-2.680676170979219,-3.423282503599082,-3.103499744447995
MA1112.2,NR4A1,0.14,3,0.3,8832,0.7,Down,82946,0.153530870097824,10,2,13159,6232,Down,0.114222708061849,-1.574305559726224,-0.992167536330347,-0.94224754752989
MA0609.2,CREM,0.08,0,0,318,0,Down,66525,0.951562447202987,10,0,13159,146,Down,0.99999999997866,-5.440688811148213,2.096742776738906,0.000000000009268
MA0760.1,ERF,0.15,0,0,3850,0.3,Down,81630,0.187616476923977,10,0,13159,3167,Down,0.131241663762301,-3.223502786345251,-2.337629272867018,-0.881928272661132
MA0151.1,Arid3a,0.04,0,0,30967,2.4,Down,119920,6.673239389187735E-6,10,0,13159,10825,Down,3.141836907392444E-8,-2.336994218285903,-4.110646408985716,-7.502816362917264
MA0736.1,GLIS2,0.15,0,0,3117,0.2,Down,76535,0.371483729888598,10,0,13159,2148,Down,0.383277056513178,-3.503510207472368,-1.777614430612785,-0.416487177426975
MA1657.1,ZNF652,0.15,0,0,4420,0.3,Down,83920,0.131498575107267,10,0,13159,3625,Down,0.071390458694004,-3.126085109115968,-2.532464627325585,-1.146359827627693
MA0163.1,PLAG1,0.04,0,0,4,0,Down,65815,0.998672128197373,10,0,13159,4,Down,0.999999999983741,-7.95310473763818,7.121574629718841,0.000000000007061
MA0019.1,Ddit3::Cebpa,0.13,1,0.1,13313,1,Down,99500.5,0.005036277388545,10,1,13159,7696,Down,0.002304165330272,-1.790592582542473,-2.033524679030263,-2.637486362293651
MA1544.1,OVOL1,0.15,0,0,1344,0.1,Down,71940,0.60911430938226,10,0,13159,1229,Down,0.613421677217615,-3.906139228561296,-0.972356388434929,-0.212240880897307
MA0846.1,FOXC2,0.12,1,0.1,17201,1.3,Down,104158.5,0.001411417209224,10,1,13159,8516,Down,5.816879798757481E-4,-1.717563519531124,-2.179582805052961,-3.23530991046254
MA0527.1,ZBTB33,0.08,0,0,346,0,Down,67165,0.909237375631665,10,0,13159,274,Down,0.999999999994742,-4.987736068856738,1.190837292155955,0.000000000002284
MA0157.2,FOXO3,0.15,1,0.1,13726,1,Down,100961,0.003430911932759,10,1,13159,7976,Down,0.001479566050291,-1.764815922337309,-2.085077999440592,-2.829865642442114
MA0042.2,FOXI1,0.1,1,0.1,9762,0.7,Down,92599.5,0.025717068855016,10,1,13159,6436,Down,0.02174645652689,-1.919555644763988,-1.775598554587232,-1.662611498993969
PH0082.1,Irx2,0.14,5,0.5,5971,0.5,Up,70284.5,0.708716399807588,10,3,13159,2817,Up,0.454938823703894,-1.904289829800744,0.638654658159174,0.342046999637606
MA0691.1,TFAP4,0.11,18,1.8,10177,0.8,Up,96863.5,0.009730163954745,10,8,13159,4097,Up,0.002092488420976,-0.994071700740757,1.378434238424672,2.679336936546319
