Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.1,49,1.9,13863,1.1,Up,228099.5,0.003003244814061,26,22,13130,7293,Up,0.00254380992875,-0.542153003458314,0.61217129044958,2.594515341914761
MA0638.1,CREB3,0.15,1,0,1532,0.1,Down,181220.5,0.586231764312896,26,1,13130,1308,Down,0.509574051648046,-3.734946989205106,-0.816021929273874,-0.292792695101644
MA0136.2,ELF5,0.09,37,1.4,22227,1.7,Down,197198,0.170638117707574,26,15,13130,10099,Down,0.032606253721175,-0.57618106379024,-0.395086160772168,-1.486699096369878
MA1547.1,PITX2,0.15,100,3.8,42636,3.2,Up,184492,0.475596172927752,26,26,13130,11703,Up,0.105988330953291,-0.082990906678751,0.165981813357503,0.974741946825424
MA0647.1,GRHL1,0.14,9,0.3,3166,0.2,Up,183134,0.520087496329774,26,5,13130,1513,Up,0.214854744566142,-2.692725054857296,0.848472437862788,0.667855051493026
MA0498.2,MEIS1,0.01,60,2.3,25432,1.9,Up,194611,0.216295654858591,26,24,13130,10655,Up,0.207715456447797,-0.207267086302607,0.188112951709232,0.682531185697774
MA1655.1,ZNF341,0.02,0,0,872,0.1,Down,181506,0.576119536349587,26,0,13130,832,Down,0.407475127527499,-4.853624113110389,-1.748592682905621,-0.389898895653405
MA1512.1,KLF11,0.15,8,0.3,7549,0.6,Down,193526,0.237858469339072,26,6,13130,4584,Down,0.302435199530745,-1.772783143919193,-0.509395185005827,-0.51936766398984
MA0729.1,RARA,0.09,0,0,2,0,Down,170716,0.998927724390627,26,0,13130,2,Down,0.999999999988338,-9.043313296646021,6.63078568416564,0.000000000005065
MA1550.1,PPARD,0.11,0,0,33,0,Down,171106,0.982844907045209,26,0,13130,32,Down,0.999999999959576,-7.193093437575475,2.930345966024549,0.000000000017556
MA0753.2,ZNF740,0.15,3,0.1,16099,1.2,Down,212258,0.031667414398464,26,1,13130,3679,Down,0.003567938132322,-2.989149084089744,-2.307617739504598,-2.447582684852055
MA0848.1,FOXO4,0,10,0.4,1848,0.1,Up,201811,0.107704946278336,26,8,13130,1664,Up,0.012637717051741,-2.3101093458944,1.33930346516308,1.898331372365213
MA1632.1,ATF2,0.08,3,0.1,894,0.1,Up,180024.5,0.629461141829025,26,3,13130,786,Up,0.202405364235637,-3.490948405353056,1.140765745694922,0.693777981817091
MA0073.1,RREB1,0.1,0,0,32,0,Down,171106,0.982844907045209,26,0,13130,32,Down,0.999999999959576,-7.193093437575475,2.930345966024549,0.000000000017556
MA0881.1,Dlx4,0.02,57,2.2,20432,1.6,Up,201782,0.108033320762003,26,19,13130,7978,Up,0.231673636733619,-0.580625323488076,0.276214175574251,0.63512338387309
MA0003.4,TFAP2A,0.03,1,0,429,0,Up,171867.5,0.951468237374556,26,1,13130,414,Up,0.565768813665974,-4.564181947981248,0.84244798827841,0.247360995419253
MA0476.1,FOS,0.13,30,1.2,11718,0.9,Up,201102.5,0.115956655067516,26,16,13130,5382,Up,0.044397999736967,-0.985049934883176,0.603047199356861,1.352636595713447
MA1112.2,NR4A1,0.09,7,0.3,2750,0.2,Up,184188,0.485371008774233,26,7,13130,2417,Up,0.306634721957146,-2.13118195910334,0.620304200297319,0.513378669114435
MA0609.2,CREM,0.15,4,0.2,1484,0.1,Up,174088,0.860578969467518,26,2,13130,755,Up,0.659798754309486,-3.762669324063605,0.713353928775537,0.180588508731607
MA0760.1,ERF,0.14,1,0,2436,0.2,Down,191208,0.28889775794362,26,1,13130,2072,Down,0.10918491889333,-3.403217900537566,-1.479480106608953,-0.961837344174504
MA1657.1,ZNF652,0.13,13,0.5,3179,0.2,Up,190398.5,0.308344951226899,26,8,13130,2747,Up,0.227766846725501,-1.948594040546235,0.61627285446675,0.642509490669619
MA0151.1,Arid3a,0.07,245,9.4,84259,6.4,Up,225608.5,0.004530485046703,26,26,13130,12356,Up,0.40110731091776,-0.043825849413279,0.087651698826559,0.39673942213128
MA0736.1,GLIS2,0.14,0,0,2196,0.2,Down,192621,0.256971414122868,26,0,13130,1687,Down,0.068993586073105,-4.343941450676923,-2.767958007772552,-1.161191281183485
MA0163.1,PLAG1,0.15,0,0,797,0.1,Down,179088,0.664230898117561,26,0,13130,646,Down,0.637145812864135,-5.036024064184574,-1.383792780757251,-0.195761166604078
MA0019.1,Ddit3::Cebpa,0.01,1,0,87,0,Up,176124,0.778806426348678,26,1,13130,87,Up,0.160260764452531,-5.686190537812958,3.086465167941832,0.79517278998183
MA1544.1,OVOL1,0.11,0,0,799,0.1,Down,180479,0.612872222275743,26,0,13130,753,Down,0.399804335550623,-4.925545493290789,-1.60474992254482,-0.398152500624349
MA0846.1,FOXC2,0.02,4,0.2,178,0,Up,194669,0.21518396010138,26,4,13130,175,Up,3.919913895719632E-4,-4.391651233216264,3.667311560190756,3.406723472526617
MA0527.1,ZBTB33,0.15,0,0,1608,0.1,Down,184522,0.474637438721135,26,0,13130,1064,Down,0.265635631225497,-4.676297226863555,-2.10324645539929,-0.575713670995539
MA0157.2,FOXO3,0.01,9,0.3,1139,0.1,Up,203115.5,0.093733796334203,26,7,13130,1065,Up,0.003874608088977,-2.72217460739409,1.802289496878819,2.411772219196981
MA0042.2,FOXI1,0,10,0.4,1848,0.1,Up,201811,0.107704946278336,26,8,13130,1664,Up,0.012637717051741,-2.3101093458944,1.33930346516308,1.898331372365213
PH0082.1,Irx2,0.06,3,0.1,1071,0.1,Up,175768.5,0.792936312584136,26,2,13130,609,Up,0.341888697897042,-3.917572091335914,1.023159463320154,0.466115255804981
MA0691.1,TFAP4,0.12,16,0.6,11116,0.8,Down,186124,0.425010430557496,26,6,13130,4300,Down,0.403028404293645,-1.818913140038315,-0.417135192767584,-0.39466434494255
MA0089.2,NFE2L1,0.15,0,0,791,0.1,Down,180583,0.609103611104851,26,0,13130,761,Down,0.400233930923809,-4.917927230846055,-1.619986447434288,-0.397686095639049
MA0844.1,XBP1,0.09,1,0,356,0,Up,172765,0.914587917128318,26,1,13130,345,Up,0.500233977327583,-4.695525143534994,1.105134379385902,0.300826813075874
MA0861.1,TP73,0.15,3,0.1,796,0.1,Up,182705,0.53457579779458,26,3,13130,567,Up,0.100725179501363,-3.726361591971761,1.611592118932331,0.996861949986921
MA0819.1,CLOCK,0.02,2,0.1,170,0,Up,176150,0.777775818190931,26,1,13130,85,Up,0.156909673013319,-5.702869836286173,3.119823764888262,0.804350282628376
MA0079.4,SP1,0.07,2,0.1,377,0,Up,179279,0.6570774839965,26,2,13130,347,Up,0.150641015262351,-4.322878712840585,1.833772706329497,0.822056766004197
MA1581.1,ZBTB6,0.11,5,0.2,1581,0.1,Up,184436,0.477388648474485,26,5,13130,1443,Up,0.198872792046056,-2.726883838653062,0.916790005454319,0.701424629004883
MA1579.1,ZBTB26,0.04,15,0.6,4601,0.4,Up,206095,0.067245744003265,26,13,13130,3759,Up,0.027130896766546,-1.388671049976349,0.831276195153237,1.566535851121334
MA0076.2,ELK4,0.14,15,0.6,11889,0.9,Down,214130.5,0.024744373682148,26,7,13130,7031,Down,0.009206584577703,-1.361023660889994,-0.920012396129374,-2.035901452773512
MA0139.1,CTCF,0.1,1,0,280,0,Up,173790.5,0.872676340783598,26,1,13130,266,Up,0.413515156297565,-4.882800232349536,1.479684557014985,0.383508567911268
MA0686.1,SPDEF,0.15,1,0,1775,0.1,Down,183732.5,0.500218465230289,26,1,13130,1499,Down,0.354102456759058,-3.636663190294753,-1.01258952709458,-0.450871060100965
MA1105.2,GRHL2,0.01,3,0.1,501,0,Up,183998.5,0.491518800901827,26,3,13130,490,Up,0.071890079167516,-3.83154521995128,1.821959374891369,1.143331038130063
MA0494.1,Nr1h3::Rxra,0.11,1,0,333,0,Up,173499.5,0.884538296890604,26,1,13130,288,Up,0.439019127289227,-4.825582339406382,1.365248771128678,0.357516557900921
MA0071.1,RORA,0.11,12,0.5,7676,0.6,Down,192012,0.27041810534216,26,7,13130,5604,Down,0.115628354783575,-1.524647068883886,-0.592765580141589,-0.936935653666026
