Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1471.1,BARX2,0.07,8,0.4,361,0.1,Up,50092,0.008043023414998,18,8,4088,324,Up,3.577024438382634E-5,-2.388635890699927,2.533290732642633,4.44647809272258
MA0638.1,CREB3,0.15,4,0.2,515,0.1,Up,40847,0.419073367178567,18,4,4088,445,Up,0.125666258566551,-2.618801333842549,1.158545939311822,0.900781314879248
MA0136.2,ELF5,0.11,57,3.2,8765,2.1,Up,47682.5,0.029997512209151,18,18,4088,3188,Up,0.019431971327179,-0.179346879580363,0.358693759160726,1.711483139025142
MA1547.1,PITX2,0.15,36,2,3591,0.9,Up,46459,0.054064506937058,18,13,4088,2085,Up,0.096957222799481,-0.712872095798318,0.516612464665674,1.01341983274188
MA0647.1,GRHL1,0.12,21,1.2,697,0.2,Up,54181.5,5.299101671563111E-4,18,10,4088,350,Up,5.488384820453651E-7,-2.180610616929974,2.726949348159569,6.260555445490012
MA0498.2,MEIS1,0,4,0.2,280,0.1,Up,42571,0.249498984163104,18,4,4088,263,Up,0.025906231784355,-2.997612568784902,1.916168409196529,1.586595753138296
MA1655.1,ZNF341,0.03,0,0,329,0.1,Down,39573,0.579467263927175,18,0,4088,309,Down,0.392825558810752,-4.466506845717533,-1.485893039822833,-0.405800263020122
MA1512.1,KLF11,0.15,5,0.3,2147,0.5,Down,44479,0.125579291245928,18,2,4088,1350,Down,0.074559526545444,-2.242801635626501,-1.289447270230173,-1.127496858424382
MA0729.1,RARA,0,0,0,0,0,Up,36792,1,18,0,4088,0,Up,1.000000000007276,-9.103404645324666,7.787902559391433,-0.00000000000316
MA1550.1,PPARD,0.15,0,0,30,0,Down,37062,0.957092726601299,18,0,4088,30,Down,0.999999999999784,-6.138035976543223,1.857165221828545,0.000000000000094
MA0753.2,ZNF740,0.14,14,0.8,1702,0.4,Up,41832.5,0.315181960557397,18,5,4088,562,Up,0.091034981583139,-2.305834192953817,1.11162489192433,1.040791691313929
MA0848.1,FOXO4,0.14,28,1.6,3577,0.9,Up,48108,0.024138880178534,18,14,4088,2133,Up,0.033615591631032,-0.644910950160324,0.586877159317892,1.473459240802793
MA1632.1,ATF2,0.15,5,0.3,692,0.2,Up,38426,0.744724611640696,18,3,4088,510,Up,0.484696466530271,-2.701843608856962,0.599490330571234,0.314530146301584
MA0073.1,RREB1,0.15,0,0,41,0,Down,37143,0.94423910018501,18,0,4088,39,Down,0.999999999997024,-5.951514271236115,1.484121811214329,0.000000000001293
MA0881.1,Dlx4,0.12,50,2.8,4642,1.1,Up,56166,1.13104556787702E-4,18,18,4088,2235,Up,3.301467453741755E-5,-0.43548704723887,0.87097409447774,4.481292979696448
MA0003.4,TFAP2A,0.15,2,0.1,1244,0.3,Down,41122.5,0.388176992096523,18,1,4088,722,Down,0.345826758891169,-3.062496506270067,-1.123988717275454,-0.461141405541104
MA0476.1,FOS,0.15,9,0.5,2196,0.5,Down,39500,0.589461522575581,18,7,4088,1103,Up,0.287593071693046,-1.596023890380599,0.586922240720336,0.541221580603905
